title,url,seen_date,domain,language,source_country,social_image,matched_region,query,canonical_url,normalized_title
Dar Saudi project makes it to Bentley Year in Infrastructure award finalist list,https://tradearabia.com:443/News/466806/Dar-s-Saudi-project-makes-it-to-Bentley-s-Year-in-Infrastructure-awards-finalists-list/CONS,2026-08-22 16:15:00+00:00,tradearabia.com,English,United Arab Emirates,https://img.tradearabia.com/source/TA/2026/08/22/TA_20260822182406.jpg,Philippines,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Philippines",https://tradearabia.com:443/News/466806/Dar-s-Saudi-project-makes-it-to-Bentley-s-Year-in-Infrastructure-awards-finalists-list/CONS,dar saudi project makes it to bentley year in infrastructure award finalist list
台中不鏽鋼CNC攻牙代工 》 ODM金屬零件開發首選晶禹金屬加工 ， 協助產品快速上市 - 4jw5m4cd74035 的部落格,https://blog.udn.com:443/4jw5m4cd74035/192237275,2026-08-22 15:30:00+00:00,blog.udn.com,Chinese,Taiwan,https://aimoney6601.com/advertise/jinyu/p01.jpg,Vietnam,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Vietnam",https://blog.udn.com:443/4jw5m4cd74035/192237275,cnc odm 4jw5m4cd74035
From the Beatles to Bruce : The hidden meanings behind popular songs,https://www.aol.com/articles/beatles-bruce-hidden-meanings-behind-155624000.html,2026-08-22 14:30:00+00:00,aol.com,English,United States,https://hermes.media.static.aol.com/media/2026/08/21/495e1191-19f6-3cd9-b524-0f90d7c3c612/51c501a3-c8b3-4c8c-a928-794ef3aa4e21.png,Vietnam,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Vietnam",https://www.aol.com/articles/beatles-bruce-hidden-meanings-behind-155624000.html,from the beatles to bruce the hidden meanings behind popular songs
Indonesia bolsters troop numbers to combat Borneo wildfires,https://www.aljazeera.com/news/2026/8/22/indonesia-bolsters-troop-numbers-to-combat-borneo-wildfires,2026-08-22 14:00:00+00:00,aljazeera.com,English,United States,https://www.aljazeera.com/wp-content/uploads/2026/08/ap_6a7ac2e2085f6-1786430178.jpg,Brunei,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Brunei",https://www.aljazeera.com/news/2026/8/22/indonesia-bolsters-troop-numbers-to-combat-borneo-wildfires,indonesia bolsters troop numbers to combat borneo wildfires
马国13地区空气质量不健康 促亚细安集体行动应对跨境烟霾,https://www.zaobao.com.sg/news/sea/story20260822-9558921,2026-08-22 13:45:00+00:00,zaobao.com.sg,Chinese,Singapore,https://cassette.sphdigital.com.sg/image/zaobao/80b98a7a2ad2daeba933da4316d55354ca6e96ff70b6aa5ebd1859594c18a884,Vietnam,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Vietnam",https://www.zaobao.com.sg/news/sea/story20260822-9558921,13
"Malaysia , Brunei setuju guna mekanisme ASEAN tangani jerebu rentas sempadan - PM",https://www.sinarharian.com.my/article/793066/berita/nasional/malaysia-brunei-setuju-guna-mekanisme-asean-tangani-jerebu-rentas-sempadan---pm,2026-08-22 12:45:00+00:00,sinarharian.com.my,Malay,Malaysia,https://www.sinarharian.com.my/uploads/images/2026/08/22/3622866.webp,Brunei,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Brunei",https://www.sinarharian.com.my/article/793066/berita/nasional/malaysia-brunei-setuju-guna-mekanisme-asean-tangani-jerebu-rentas-sempadan---pm,malaysia brunei setuju guna mekanisme asean tangani jerebu rentas sempadan pm
"Malaysia , Brunei agree to use Asean mechanism to tackle transboundary haze",https://www.thestar.com.my/news/nation/2026/08/22/malaysia-brunei-agree-to-use-asean-mechanism-to-tackle-transboundary-haze,2026-08-22 11:45:00+00:00,thestar.com.my,English,Malaysia,https://apicms.thestar.com.my/uploads/images/2026/08/22/4072832.JPG,Brunei,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Brunei",https://www.thestar.com.my/news/nation/2026/08/22/malaysia-brunei-agree-to-use-asean-mechanism-to-tackle-transboundary-haze,malaysia brunei agree to use asean mechanism to tackle transboundary haze
"AJA Newsbites – August 22 , 2026",https://theasian.asia/archives/205007,2026-08-22 05:45:00+00:00,theasian.asia,English,China,https://theasian.asia/wp-content/uploads/2025/06/AJA.png,Brunei,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Brunei",https://theasian.asia/archives/205007,aja newsbites august 22 2026
PM Anwar terima pingat kebesaran kerabat Brunei,https://www.astroawani.com/berita-malaysia/pm-anwar-terima-pingat-kebesaran-kerabat-brunei,2026-08-22 05:30:00+00:00,astroawani.com,Malay,Malaysia,https://media.astroawani.com/awani/media/uploads/image/2026-08/TB_Pingat%20PM%20Anwar%20Sultan%20Brunei%203.jpg?VersionId=TeBNjzwm6YQWg6E.W1pl03gMmruH.7jn,Brunei,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Brunei",https://www.astroawani.com/berita-malaysia/pm-anwar-terima-pingat-kebesaran-kerabat-brunei,pm anwar terima pingat kebesaran kerabat brunei
Indonesia warns against starting open blazes as haze from wildfires spreads to Malaysia,https://www.asiaone.com/asia/indonesia-warns-against-starting-open-blazes-haze-wildfires-spreads-malaysia,2026-08-22 05:15:00+00:00,asiaone.com,English,Singapore,https://www.asiaone.com/sites/default/files/styles/article_top_image/public/original_images/Aug2026/Indonesia%20haze.jpg?itok=2XjiuZ3r,Brunei,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Brunei",https://www.asiaone.com/asia/indonesia-warns-against-starting-open-blazes-haze-wildfires-spreads-malaysia,indonesia warns against starting open blazes as haze from wildfires spreads to malaysia
從信任到懷疑 ， 關於LYNX+的親身經歷 - 預警系統,https://blog.udn.com:443/33dfa5a1/192231383,2026-08-21 20:15:00+00:00,blog.udn.com,Chinese,Taiwan,https://g.udn.com.tw/upfiles/B_D8/d817bd2a/PSN_PHOTO/495/f_29535495_1.jpg,Vietnam,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Vietnam",https://blog.udn.com:443/33dfa5a1/192231383,lynx
Berita tempatan pilihan sepanjang hari ini,https://www.astroawani.com/berita-malaysia/berita-tempatan-pilihan-sepanjang-hari-ini-191,2026-08-21 19:45:00+00:00,astroawani.com,Malay,Malaysia,https://media.astroawani.com/awani/media/uploads/image/2026-02/berita%20tempatan_0.webp,Brunei,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Brunei",https://www.astroawani.com/berita-malaysia/berita-tempatan-pilihan-sepanjang-hari-ini-191,berita tempatan pilihan sepanjang hari ini
"World in brief : August 21 , 2026",https://morningstaronline.co.uk/article/world-brief-august-21-2026,2026-08-21 19:15:00+00:00,morningstaronline.co.uk,English,United Kingdom,https://morningstaronline.co.uk/sites/default/files/styles/wide/public/2026-08/AP26233356041684.jpg.webp?itok=J7zvGcNL,Brunei,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Brunei",https://morningstaronline.co.uk/article/world-brief-august-21-2026,world in brief august 21 2026
Indonesia issues stark warning as haze from wildfires spreads to Malaysia,https://nypost.com/2026/08/21/world-news/indonesia-issues-stark-warning-as-haze-from-wildfires-spreads-to-malaysia/,2026-08-21 18:00:00+00:00,nypost.com,English,United States,https://nypost.com/wp-content/uploads/sites/2/2026/08/indonesia-malaysia-wildfires-haze.jpg?quality=75&strip=all&1787318029,Brunei,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Brunei",https://nypost.com/2026/08/21/world-news/indonesia-issues-stark-warning-as-haze-from-wildfires-spreads-to-malaysia,indonesia issues stark warning as haze from wildfires spreads to malaysia
Harvest+讓我的生活發生巨大變化 - 醒腦時段,https://blog.udn.com:443/fcb0a46b/192220587,2026-08-21 17:00:00+00:00,blog.udn.com,Chinese,Taiwan,https://g.udn.com.tw/upfiles/B_D8/d817bd2a/PSN_PHOTO/495/f_29535495_1.jpg,Vietnam,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Vietnam",https://blog.udn.com:443/fcb0a46b/192220587,harvest
財富e通背後的經歷 ， 比想像中更複雜 - 提醒信箱,https://blog.udn.com:443/0fd3f031/192219754,2026-08-21 16:45:00+00:00,blog.udn.com,Chinese,Taiwan,https://g.udn.com.tw/upfiles/B_D8/d817bd2a/PSN_PHOTO/495/f_29535495_1.jpg,Vietnam,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Vietnam",https://blog.udn.com:443/0fd3f031/192219754,e
Indonesia warns against starting open blazes as haze from wildfires spreads to Malaysia – Winnipeg Free Press,https://www.winnipegfreepress.com/world/2026/08/21/indonesia-warns-against-starting-open-blazes-as-haze-from-wildfires-spreads-to-malaysia,2026-08-21 11:15:00+00:00,winnipegfreepress.com,English,Canada,,Brunei,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Brunei",https://www.winnipegfreepress.com/world/2026/08/21/indonesia-warns-against-starting-open-blazes-as-haze-from-wildfires-spreads-to-malaysia,indonesia warns against starting open blazes as haze from wildfires spreads to malaysia winnipeg free press
Malaysia to use Asean diplomatic channels to address trans - boundary haze,https://www.thestar.com.my/news/nation/2026/08/21/malaysia-to-use-asean-diplomatic-channels-to-address-trans-boundary-haze,2026-08-21 11:00:00+00:00,thestar.com.my,English,Malaysia,https://apicms.thestar.com.my/uploads/images/2026/08/21/4071623.jpg,Brunei,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Brunei",https://www.thestar.com.my/news/nation/2026/08/21/malaysia-to-use-asean-diplomatic-channels-to-address-trans-boundary-haze,malaysia to use asean diplomatic channels to address trans boundary haze
Аэрофлот запускает рейсы из Москвы на остров Фукуок с 15 октября,https://www.kommersant.ru/doc/8894355,2026-08-21 10:00:00+00:00,kommersant.ru,Russian,Russia,https://im2.kommersant.ru/SocialPics/8894355_49_0_996636364,Vietnam,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Vietnam",https://www.kommersant.ru/doc/8894355,15
Hohes Venn Liveblog 21 . 8 .: Suche nach Brandursache,https://www.express.de:443/nrw/hohes-venn-liveblog-21-8-suche-nach-brandursache-1350251,2026-08-21 10:00:00+00:00,express.de,German,Germany,"https://static.express.de/__images/2026/08/21/9bc32410-379d-4136-9974-6f091fd015a2.jpeg?&fm=jpg&fit=crop&crop=faces,entropy&s=63f26ad12c7b214ff64cf58ce1812ccc",Philippines,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Philippines",https://www.express.de:443/nrw/hohes-venn-liveblog-21-8-suche-nach-brandursache-1350251,hohes venn liveblog 21 8 suche nach brandursache
台中CNC鑽孔客製代工 》 異形件CNC銑床加工推薦晶禹金屬加工 - t62e2qc446954 的部落格,https://blog.udn.com:443/t62e2qc446954/192210269,2026-08-21 06:45:00+00:00,blog.udn.com,Chinese,Taiwan,https://aimoney6601.com/advertise/jinyu/p01.jpg,Vietnam,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Vietnam",https://blog.udn.com:443/t62e2qc446954/192210269,cnc cnc t62e2qc446954
Climate Emergencies 2026 : Part II Photos Unveiled,https://www.miragenews.com/climate-emergencies-2026-part-ii-photos-unveiled-1731119/,2026-08-21 05:45:00+00:00,miragenews.com,English,United States,,Philippines,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Philippines",https://www.miragenews.com/climate-emergencies-2026-part-ii-photos-unveiled-1731119,climate emergencies 2026 part ii photos unveiled
  带80岁母亲花9万5游欧洲 ， 结果住进800元普通酒店 ， 女子报  欧洲河轮游  因高温枯水受阻 ， 多次搬行李换船 ： 出发前才告知水位低|河流|多瑙河,https://www.163.com/dy/article/L4RLVURT05561G0D.html,2026-08-21 03:45:00+00:00,163.com,Chinese,China,,Vietnam,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Vietnam",https://www.163.com/dy/article/L4RLVURT05561G0D.html,80 9 5 800
徒步Glacier NP / 翡翠色Grinnell & Upper Grinnell Lake - 博客,https://blog.wenxuecity.com/myblog/79888/202608/15895.html,2026-08-21 03:30:00+00:00,blog.wenxuecity.com,Chinese,China,,Vietnam,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Vietnam",https://blog.wenxuecity.com/myblog/79888/202608/15895.html,glacier np grinnell upper grinnell lake
"Of thee I sing : A guide to US patriotic songs , from  The Liberty Song  to Jay - Z and Kanye West | National & World",https://www.kake.com/news/national/of-thee-i-sing-a-guide-to-us-patriotic-songs-from-the-liberty-song-to/article_4e0c6adb-bc6d-4b97-b77a-effb85b159dd.html,2026-08-21 01:45:00+00:00,kake.com,English,United States,https://bloximages.chicago2.vip.townnews.com/kake.com/content/tncms/assets/v3/editorial/c/34/c342736b-4287-44e1-9be1-69cd18a655c5/6a877abe87bbf.image.webp?crop=1440%2C756%2C0%2C102,Vietnam,"(haze OR smog OR jerebu OR karhutla OR ""forest fire"" OR wildfire) Vietnam",https://www.kake.com/news/national/of-thee-i-sing-a-guide-to-us-patriotic-songs-from-the-liberty-song-to/article_4e0c6adb-bc6d-4b97-b77a-effb85b159dd.html,of thee i sing a guide to us patriotic songs from the liberty song to jay z and kanye west national world
